15.782,4.4646,0
28.716,3.2317,-0.095039
41.847,3.6273,0.030116
55.129,3.3775,-0.018801
68.338,3.5466,0.012801
81.537,3.4496,-0.007348
94.753,3.5122,0.0047309
107.91,3.4901,-0.0016765
121.13,3.4845,-0.00042034
134.3,3.503,0.0014028
147.5,3.4819,-0.0015962
160.69,3.4999,0.0013615
173.88,3.4872,-0.00096345
187.07,3.4946,0.00056347
200.26,3.4914,-0.00024262
213.45,3.4918,2.7033e-05
226.64,3.493,8.9993e-05
239.83,3.4912,-0.00013235
253.03,3.4929,0.00012709
266.22,3.4916,-9.8168e-05
279.41,3.4924,6.3294e-05
292.6,3.492,-3.1843e-05
305.79,3.4921,9.9267e-06
318.98,3.4922,3.9319e-06
332.17,3.4921,-1.0932e-05
345.36,3.4922,1.1113e-05
358.55,3.4921,-8.2575e-06
371.74,3.4921,3.8693e-06
384.93,3.4922,1.2234e-06
398.12,3.4921,-6.5556e-06
411.31,3.4922,9.9684e-06
424.51,3.4921,-9.5656e-06
437.69,3.4921,4.2469e-06
450.89,3.4922,7.7371e-06
464.08,3.4919,-2.7154e-05
477.27,3.4926,5.3435e-05
490.46,3.4915,-8.3321e-05
503.65,3.4929,0.0001088
516.85,3.4914,-0.00011511
530.02,3.4925,8.1931e-05
543.25,3.4928,2.2757e-05
556.39,3.4899,-0.00021872
569.62,3.4965,0.00049818
582.8,3.4867,-0.00074694
595.95,3.4969,0.0007803
609.23,3.4748,-0.0016646
622.22,3.4983,0.0018043
635.75,3.4448,-0.0039475
648.32,3.5499,0.0083584
664.63,4.6848,0.069481
682.67,6.1499,0.081039
695.85,7.6682,0.11474
710.55,10.514,0.19117
725.14,14.292,0.25335
738.9,18.68,0.30866
753.34,24.063,0.35687
766.93,30.231,0.42623
780.48,37.266,0.47875
794.68,45.961,0.54931
809.22,56.218,0.61464
824.1,68.27,0.68057
838.97,81.014,0.70873
853.57,92.74,0.67656
867.95,103.48,0.64153
881.88,112.86,0.59259
896.02,121.73,0.56006
910.04,129.69,0.51666
924.2,136.92,0.472
938.28,143.82,0.45549
952.5,149.88,0.40326
967.2,155.64,0.37316
981.57,160.55,0.32943
996.15,165.2,0.30867
1010.4,168.99,0.26054
1025.1,172.49,0.23269
1039.6,175.31,0.1928
1053.9,177.58,0.15748
1069.6,179.76,0.13784
1082.8,180.63,0.065896
1095.9,181.5,0.066175
1109.3,181.89,0.029747
1122.1,181.87,-0.001993
1135.7,181.22,-0.048221
1148.4,180.76,-0.03591
1162.4,179.45,-0.093358
1178,177.12,-0.14815
1191.8,175.07,-0.14762
1206.1,172.01,-0.21151
1220.4,168.67,-0.22823
1234.8,164.68,-0.27124
1249.2,160.14,-0.30412
1263.7,155.09,-0.3354
1278,149.49,-0.37354
1292,143.44,-0.4093
1306.3,136.48,-0.45141
1320.3,129.09,-0.48702
1334.2,121.31,-0.50992
1347.9,112.39,-0.57725
1362.4,102.77,-0.58545
1376.9,91.567,-0.65602
1391,81.317,-0.62819
1405.6,74.379,-0.44381
1419.9,72.387,-0.13917
1433.7,75.15,0.19662
1448.1,81.065,0.39045
1461.5,96.224,0.84814
1467,106.39,1.0758
1467.4,107.37,1.1712
1468.3,139.32,1.9673
1467.9,140.23,2.0861
1462.3,150.1,2.2768
1447.8,167.18,2.4743
1433.2,178.63,2.427
1419.6,190.48,2.4538
1405.3,202.21,2.4354
1392,213.58,2.443
1377.5,225.76,2.4589
1363.5,237.08,2.4247
1349.3,249.49,2.4708
1335.1,260.77,2.3673
1321.2,274.36,2.2289
1310.4,288.38,1.9954
1303.9,302.55,1.7916
1300.3,318.61,1.7045
1299,328.73,1.6608
1297.5,344.97,1.7708
1294.2,361.17,1.9914
1288.4,374.25,2.1565
1278.2,389.6,2.3996
1264.5,402.11,2.5742
1250.2,411.28,2.7975
1236,416.34,2.9328
1221.5,419.41,2.9857
1206.2,421.83,3.008
1192.8,423.63,2.9723
1177.6,426.23,3.0198
1163.6,427.94,3.0522
1150.9,429.08,3.073
1132.2,430.36,3.0884
1115.7,431.24,3.2045
1099,430.18,3.2389
1082.3,428.56,3.2452
1069.8,427.25,3.3092
1054.2,424.62,3.3632
1039.6,421.33,3.401
1025.7,417.65,3.4367
1011.5,413.33,3.4862
997.49,408.29,3.5315
983.42,402.51,3.5795
969.74,396.1,3.6101
955.84,389.07,3.664
941.97,381.09,3.7228
928.23,372.06,3.7554
914.14,362.13,3.8123
900.16,351.04,3.8715
886.54,338.85,3.9189
872.31,324.85,3.9733
859.52,310.82,4.0317
848.22,296.86,4.0854
837.81,282.49,4.1334
828.51,268.27,4.1762
820.07,254.07,4.228
812.64,239.95,4.2826
806.24,225.99,4.3236
800.38,211.67,4.357
795.06,197.35,4.4231
790.55,182.18,4.4384
786.76,168.7,4.5178
783.62,152.76,4.5382
781.26,139.34,4.5454
779.29,127.68,4.5747
776.98,111.01,4.453
773.38,97.448,4.2987
766.82,82.494,4.0787
756.43,68.352,3.8726
742.86,56.19,3.6782
728.12,47.418,3.4647
713.34,42.472,3.3007
699.78,40.294,3.1441
686.71,40.261,3.1434
673.44,40.237,3.1378
660.31,40.287,3.1407
647.09,40.299,3.1424
633.91,40.288,3.14
620.72,40.309,3.1432
607.53,40.288,3.1404
594.34,40.304,3.1424
581.14,40.294,3.1412
567.96,40.299,3.1417
554.76,40.298,3.1417
541.57,40.297,3.1415
528.38,40.298,3.1417
515.19,40.297,3.1415
502,40.298,3.1417
488.81,40.297,3.1415
475.62,40.298,3.1416
462.43,40.297,3.1416
449.24,40.297,3.1416
436.05,40.298,3.1416
422.86,40.297,3.1416
409.67,40.297,3.1416
396.47,40.298,3.1416
383.28,40.297,3.1416
370.09,40.298,3.1416
356.9,40.298,3.1416
343.71,40.297,3.1416
330.52,40.298,3.1417
317.33,40.297,3.1415
304.14,40.298,3.1417
290.95,40.297,3.1415
277.76,40.298,3.1417
264.57,40.297,3.1417
251.38,40.296,3.1413
238.18,40.301,3.1423
225,40.292,3.1405
211.8,40.306,3.143
198.61,40.287,3.14
185.43,40.308,3.1428
172.22,40.292,3.1416
159.05,40.292,3.1392
145.84,40.323,3.1476
132.67,40.244,3.1319
119.47,40.372,3.153
106.26,40.221,3.1189
93.153,40.518,3.1636
79.817,40.224,3.1071
66.83,40.672,3.2377
53.121,39.35,3.8359
38.597,27.258,3.9301
22.54,11.099,3.1416
